CustomerId,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
15641250,2,1,38,5,"? 1,79,581.00",1,1,0,"? 23,596.00",0,07-01-2018
15706163,3,1,46,6,"? 1,13,626.00",1,0,0,"? 92,727.00",1,20-07-2017
15746708,3,1,55,4,"? 1,19,961.00",1,1,0,"? 65,157.00",1,01-03-2019
15775203,1,1,45,5,"? 1,29,209.00",1,0,0,"? 60,152.00",0,26-06-2018
15787907,3,2,42,4,"? 1,37,227.00",3,1,0,"? 1,49,097.00",1,27-07-2019
15646764,3,2,58,6,"? 1,19,025.00",2,1,0,"? 35,199.00",1,05-10-2016
15678284,1,1,35,5,"? 74,624.00",3,1,0,"? 1,29,451.00",1,23-04-2018
15726791,2,2,45,3,"? 1,57,929.00",1,1,1,"? 1,45,134.00",1,16-11-2019
15813144,1,2,26,6,"? 92,607.00",2,1,0,"? 1,92,710.00",0,28-12-2016
15669342,3,1,35,5,"? 1,27,863.00",2,1,0,"? 1,39,084.00",0,19-11-2017
15710366,2,2,42,7,? 0.00,1,1,1,"? 83,630.00",1,03-05-2016
15614934,3,2,37,6,"? 1,42,712.00",1,1,0,"? 35,625.00",0,02-01-2017
15588701,1,2,38,5,? 0.00,2,1,0,"? 35,339.00",0,20-07-2018
15665438,1,1,43,4,"? 1,63,160.00",1,0,1,"? 15,603.00",0,29-08-2019
15644896,3,1,32,7,"? 1,08,587.00",1,1,1,"? 1,82,355.00",0,04-02-2016
15670205,3,2,41,4,"? 1,10,625.00",1,1,0,"? 89,328.00",0,04-09-2019
15635776,3,2,43,3,"? 1,54,846.00",2,1,1,"? 1,51,904.00",0,29-11-2019
15791053,3,1,45,6,"? 1,22,918.00",1,1,1,? 12.00,1,24-06-2017
15644005,1,2,33,4,? 0.00,2,0,1,"? 77,520.00",0,14-07-2019
15796343,1,2,31,7,"? 82,788.00",2,0,0,"? 91,424.00",0,22-04-2016
15751057,3,1,32,3,"? 1,02,500.00",1,0,0,"? 1,06,288.00",0,20-12-2019
15623430,1,1,34,5,? 0.00,2,1,0,"? 1,61,801.00",0,20-02-2018
15682600,3,1,39,4,"? 1,59,493.00",1,1,0,"? 80,582.00",1,12-08-2019
15769312,2,1,48,3,? 0.00,2,1,1,"? 1,85,094.00",0,11-10-2019
15708212,2,2,54,4,"? 1,18,241.00",1,1,0,"? 1,72,587.00",1,12-02-2019
15650258,1,2,35,6,"? 1,13,090.00",1,1,0,"? 1,95,650.00",0,06-02-2017
15604345,1,2,22,4,"? 65,764.00",1,1,1,"? 1,45,792.00",0,30-12-2018
15578297,3,2,43,6,"? 1,25,537.00",1,1,0,"? 1,38,510.00",1,31-12-2016
15671789,1,1,31,5,"? 94,264.00",2,1,0,"? 1,68,895.00",0,15-06-2018
15726186,2,1,29,4,"? 1,33,435.00",2,1,0,"? 97,983.00",0,25-08-2019
15764618,2,2,39,5,? 0.00,1,1,1,"? 85,168.00",0,13-11-2017
15730738,2,1,31,6,? 0.00,2,1,1,"? 18,210.00",0,19-06-2017
15637650,1,1,50,5,"? 94,749.00",2,0,1,"? 13,608.00",0,21-11-2017
15606267,1,2,38,7,"? 98,641.00",1,1,1,"? 1,10,458.00",0,30-05-2016
15625904,1,1,26,5,"? 74,682.00",2,0,0,"? 31,231.00",0,17-08-2018
15654463,1,1,34,4,? 0.00,2,1,0,"? 1,41,583.00",0,25-07-2019
15774151,2,2,41,5,"? 1,79,916.00",1,0,0,"? 14,666.00",1,05-05-2018
15693259,1,1,30,5,"? 1,28,207.00",1,1,1,"? 55,400.00",0,14-09-2018
15642468,1,1,42,7,"? 1,32,739.00",2,0,0,"? 1,74,668.00",0,01-07-2016
15758531,1,2,40,5,? 0.00,2,1,0,"? 1,54,189.00",0,31-05-2018
15728352,1,1,27,6,"? 1,20,510.00",1,0,0,"? 1,42,170.00",0,17-11-2016
15637240,1,1,46,4,"? 1,24,547.00",2,1,0,"? 94,499.00",0,28-02-2019
15595588,2,2,39,5,? 0.00,2,0,1,"? 1,82,081.00",0,18-11-2017
15778395,3,1,34,3,"? 88,816.00",2,1,0,"? 68,562.00",1,30-11-2019
15711825,2,2,35,7,"? 82,232.00",2,1,0,"? 88,798.00",0,27-08-2016
15599251,3,1,32,3,"? 1,84,716.00",2,1,0,"? 1,13,782.00",0,18-11-2019
15570004,1,1,31,6,? 0.00,2,1,0,"? 1,21,867.00",0,11-11-2016
15656912,2,1,51,6,? 0.00,1,1,1,"? 1,50,391.00",0,18-05-2017
15657342,3,1,28,5,"? 1,47,972.00",1,1,0,"? 60,709.00",1,29-05-2018
15716284,1,1,43,3,? 0.00,2,1,1,"? 78,858.00",0,11-10-2019
15672374,1,1,52,3,"? 1,70,009.00",1,0,0,"? 56,407.00",1,27-11-2019
15732476,1,2,27,4,? 0.00,2,0,1,"? 1,25,699.00",0,12-12-2018
15747724,2,2,34,4,? 0.00,1,1,0,"? 23,235.00",0,26-07-2019
15633877,2,2,42,4,"? 95,387.00",1,1,1,"? 75,732.00",0,12-11-2018
15672516,3,1,51,5,"? 90,373.00",2,1,0,"? 1,79,862.00",0,12-12-2017
15607827,3,1,34,6,"? 1,33,468.00",2,1,1,"? 42,977.00",0,22-12-2016
15751336,2,1,30,4,? 0.00,2,0,1,"? 10,487.00",0,28-03-2019
15646539,1,1,31,3,"? 96,288.00",1,1,0,"? 56,795.00",0,03-12-2019
15756901,1,2,26,3,"? 91,548.00",2,0,1,"? 28,157.00",0,09-10-2019
15809286,3,1,37,6,"? 1,38,293.00",2,0,0,"? 1,52,423.00",1,24-11-2016
15759021,1,1,35,4,? 0.00,1,1,0,"? 1,67,034.00",0,05-03-2019
15725039,2,1,32,6,"? 71,668.00",1,1,1,"? 1,26,082.00",0,12-07-2017
15579130,3,2,43,4,"? 1,18,995.00",1,1,0,"? 1,81,500.00",1,24-08-2019
15754112,2,1,55,6,? 0.00,2,1,1,"? 41,967.00",0,29-04-2017
15735522,3,1,37,4,"? 1,45,610.00",2,0,0,"? 1,86,301.00",0,18-05-2019
15613326,1,2,33,3,"? 1,38,163.00",1,1,0,"? 85,413.00",0,14-11-2019
15739502,3,2,31,3,"? 1,35,020.00",2,1,1,"? 23,343.00",0,27-12-2019
15670914,1,1,38,4,? 0.00,2,1,0,"? 1,80,698.00",0,20-05-2019
15604073,3,2,25,7,"? 1,35,162.00",1,1,1,"? 1,36,071.00",0,05-07-2016
15806027,1,2,52,3,? 0.00,1,1,0,"? 1,75,149.00",1,30-11-2019
15574886,1,1,32,4,"? 94,486.00",1,1,1,"? 1,46,950.00",0,04-05-2019
15707120,1,1,46,4,"? 1,17,640.00",1,1,0,"? 88,921.00",0,01-05-2019
15800845,2,2,33,3,"? 1,11,380.00",1,1,1,"? 45,099.00",0,20-11-2019
15603914,1,1,40,4,? 0.00,1,1,1,"? 20,340.00",1,12-08-2019
15722765,2,2,57,5,"? 1,36,821.00",1,0,1,"? 1,08,529.00",0,18-07-2018
15783305,1,2,46,5,"? 98,753.00",1,1,0,"? 1,45,560.00",0,19-06-2018
15574842,3,2,25,3,"? 1,58,266.00",3,1,1,"? 1,99,357.00",0,26-09-2019
15607837,1,2,29,3,"? 1,05,600.00",1,1,1,"? 43,106.00",0,05-12-2019
15714877,1,2,29,5,? 0.00,2,1,0,"? 1,37,508.00",0,13-12-2017
15782941,1,1,31,4,? 0.00,2,1,1,"? 91,957.00",0,11-04-2019
15630167,2,2,39,7,"? 1,39,724.00",1,1,1,"? 1,20,612.00",0,13-08-2016
15759038,1,2,41,3,"? 1,41,806.00",1,1,0,"? 1,02,921.00",0,23-11-2019
15661821,3,2,49,7,"? 1,32,572.00",1,1,1,"? 31,686.00",1,05-08-2016
15728006,1,1,40,7,"? 1,80,517.00",1,1,0,"? 1,80,002.00",0,25-03-2016
15712176,1,1,31,6,? 0.00,2,1,1,"? 28,407.00",0,28-12-2016
15689351,3,2,41,4,"? 92,806.00",1,0,1,"? 73,744.00",1,04-04-2019
15782247,1,1,22,4,? 0.00,3,1,1,"? 1,86,233.00",1,22-04-2019
15769064,3,1,39,4,"? 1,35,309.00",1,1,0,"? 31,729.00",1,19-09-2019
15718153,2,2,74,3,"? 1,28,918.00",1,1,1,"? 48,245.00",0,27-12-2019
15613189,1,2,52,4,"? 56,581.00",1,1,0,"? 1,13,266.00",1,08-09-2019
15661734,3,1,42,3,"? 1,31,391.00",2,1,0,"? 71,178.00",0,08-10-2019
15592645,2,1,37,6,? 0.00,2,0,0,"? 25,685.00",0,01-01-2017
15768387,1,1,41,6,? 0.00,2,0,0,"? 29,737.00",0,28-06-2017
15792525,3,2,61,4,"? 97,362.00",1,1,1,"? 1,49,922.00",1,06-11-2018
15586976,1,2,42,7,? 0.00,1,1,0,"? 1,80,702.00",1,18-04-2016
15790659,2,1,59,4,? 0.00,2,0,1,"? 27,598.00",0,17-11-2018
15691446,2,1,29,6,? 0.00,2,1,1,"? 95,025.00",0,26-12-2016
15772632,1,2,34,5,? 0.00,2,1,0,"? 1,67,035.00",0,05-09-2018
15706587,1,1,57,4,? 0.00,2,0,1,"? 1,16,782.00",0,02-09-2019
15572461,3,2,29,3,"? 1,02,715.00",2,0,0,"? 21,171.00",0,11-11-2019
15654409,1,2,34,4,"? 67,817.00",1,1,1,"? 29,642.00",0,23-02-2019
15568025,1,1,51,5,"? 81,710.00",1,1,1,"? 1,16,520.00",0,11-07-2018
15715769,1,1,26,4,"? 75,238.00",1,0,1,"? 44,220.00",0,12-06-2019
15667458,3,1,28,3,"? 1,24,023.00",1,1,0,"? 1,66,188.00",0,15-12-2019
15567980,3,2,46,4,"? 1,00,728.00",1,0,1,"? 1,40,858.00",1,06-07-2019
15679294,1,2,46,6,"? 1,07,239.00",2,1,0,"? 37,024.00",0,10-12-2016
15606507,1,1,24,4,? 0.00,2,1,0,"? 27,513.00",0,18-03-2019
15578825,1,2,29,3,"? 1,39,995.00",1,1,0,"? 17,745.00",0,12-12-2019
15619935,2,2,59,5,"? 1,26,225.00",1,1,1,"? 4,424.00",0,06-05-2018
15636089,3,2,51,5,"? 1,45,751.00",1,0,0,"? 1,09,718.00",1,18-11-2017
15727490,1,1,47,6,? 0.00,1,0,1,"? 1,07,243.00",1,15-10-2016
15591766,2,2,25,7,"? 1,21,167.00",1,0,1,"? 1,15,288.00",0,01-09-2016
15641629,2,2,38,4,? 0.00,2,0,1,"? 41,234.00",0,11-09-2019
15813303,2,1,88,7,? 0.00,2,1,1,"? 52,952.00",0,08-07-2016
15756920,1,1,63,3,"? 70,655.00",1,0,0,"? 78,956.00",1,30-11-2019
15726403,3,1,41,6,"? 1,29,901.00",1,1,0,"? 26,026.00",1,05-05-2017
15592765,1,1,40,6,"? 1,25,471.00",1,1,1,"? 1,74,536.00",0,25-11-2016
15704442,1,2,53,7,"? 1,69,406.00",4,1,1,"? 1,47,311.00",1,20-06-2016
15641136,1,1,32,6,? 0.00,2,0,1,"? 77,965.00",0,08-08-2017
15725818,3,1,40,4,"? 1,07,041.00",1,1,1,"? 5,636.00",0,02-01-2019
15612071,2,2,32,4,"? 95,154.00",1,0,1,"? 81,310.00",0,18-01-2019
15719809,3,1,32,4,"? 1,45,166.00",2,0,0,"? 1,11,421.00",0,08-12-2018
15716518,1,2,27,3,? 0.00,2,0,0,"? 1,90,269.00",0,26-09-2019
15742210,1,1,38,6,"? 65,963.00",1,1,1,"? 1,00,950.00",0,31-03-2017
15630617,3,1,36,5,"? 1,40,419.00",1,1,1,"? 1,13,034.00",1,30-12-2017
15720838,2,2,31,5,"? 1,39,800.00",1,0,1,"? 1,20,664.00",0,17-12-2017
15595537,3,1,49,5,"? 1,71,788.00",2,1,0,"? 1,87,192.00",0,31-12-2017
15623196,1,1,38,6,"? 1,49,239.00",1,1,1,"? 97,825.00",0,29-09-2016
15679249,3,2,57,6,"? 1,63,146.00",1,1,0,"? 1,69,622.00",1,25-10-2016
15693199,1,2,37,5,? 0.00,2,1,0,"? 1,91,557.00",1,13-05-2018
15661219,1,1,32,4,? 0.00,2,1,0,"? 1,03,288.00",0,25-03-2019
15617136,3,2,38,6,"? 61,482.00",1,1,1,"? 1,67,539.00",0,17-04-2017
15760294,1,2,41,7,"? 1,45,150.00",1,1,0,"? 64,869.00",1,16-08-2016
15652808,1,2,41,4,"? 1,26,670.00",1,1,0,"? 1,02,426.00",0,01-04-2019
15657139,1,2,40,6,"? 84,391.00",2,0,1,"? 1,07,876.00",0,21-12-2016
15803790,3,1,37,5,"? 89,729.00",2,1,1,"? 37,295.00",0,31-05-2018
15764105,1,2,57,5,? 0.00,2,1,0,"? 89,249.00",0,13-08-2018
15672610,2,1,40,4,"? 1,18,629.00",1,0,0,"? 91,974.00",0,26-03-2019
15766896,1,1,37,3,? 0.00,2,1,0,"? 16,870.00",0,29-09-2019
15587735,1,1,39,4,"? 96,863.00",1,1,1,"? 1,21,681.00",0,25-01-2019
15659501,1,2,38,5,"? 1,42,263.00",1,0,1,"? 33,730.00",0,02-11-2017
15745001,2,2,36,6,? 0.00,2,1,0,"? 1,04,787.00",0,15-09-2017
15651140,1,2,32,3,? 0.00,1,1,0,"? 94,790.00",0,24-10-2019
15571148,2,2,21,4,? 0.00,2,0,0,"? 28,726.00",0,07-02-2019
15776824,1,1,28,4,"? 1,22,724.00",1,1,1,"? 67,057.00",0,26-07-2019
15633141,3,2,35,6,"? 1,74,902.00",1,1,0,"? 69,080.00",0,12-12-2016
15764174,2,2,26,4,? 0.00,2,1,1,"? 1,79,781.00",0,23-08-2019
15778155,3,2,31,4,"? 1,08,914.00",1,1,1,"? 1,83,572.00",1,13-03-2019
15715920,2,1,23,4,"? 98,053.00",1,1,1,"? 1,42,587.00",0,13-05-2019
15671917,1,1,46,7,"? 1,23,873.00",1,1,1,"? 1,77,844.00",0,13-09-2016
15666548,3,2,56,5,"? 1,11,920.00",3,1,0,"? 1,97,634.00",1,23-09-2017
15625623,1,2,45,5,? 0.00,2,0,1,"? 1,21,053.00",0,02-09-2018
15748123,1,1,20,4,? 0.00,2,1,1,"? 1,49,614.00",0,03-10-2018
15648735,1,1,37,4,? 0.00,2,1,1,? 143.00,0,18-01-2019
15634974,1,2,37,3,"? 75,150.00",4,0,1,"? 1,31,767.00",1,20-10-2019
15713378,1,1,38,6,? 0.00,2,0,0,"? 53,312.00",0,31-07-2017
15753370,3,2,38,6,"? 1,14,754.00",1,1,0,"? 1,07,665.00",0,28-04-2017
15782659,1,1,32,4,? 0.00,1,1,0,"? 1,09,524.00",0,08-11-2018
15583364,1,2,32,3,"? 1,11,872.00",1,0,0,"? 1,12,133.00",0,01-10-2019
15625942,2,2,45,6,? 0.00,2,0,0,"? 1,13,645.00",0,20-03-2017
15720284,3,2,37,6,"? 1,35,927.00",1,0,0,"? 1,80,890.00",0,15-09-2017
15679642,2,1,44,4,? 0.00,2,1,1,"? 70,974.00",0,04-01-2019
15628007,1,1,33,5,? 0.00,2,0,0,"? 53,380.00",0,17-10-2017
15661974,1,1,46,4,"? 57,038.00",1,1,1,"? 1,58,531.00",0,11-12-2018
15689341,1,2,50,6,? 0.00,4,1,0,"? 1,79,268.00",1,18-09-2017
15607993,1,2,52,3,"? 79,469.00",1,1,1,"? 84,606.00",0,24-11-2019
15693267,3,2,34,6,"? 1,21,064.00",1,1,0,"? 56,985.00",0,04-05-2017
15769522,1,1,51,7,"? 1,18,537.00",1,1,1,"? 1,16,912.00",0,05-01-2016
15755825,1,1,39,5,? 0.00,2,1,0,"? 1,02,999.00",0,17-08-2018
15598175,3,2,26,5,"? 1,05,082.00",2,1,0,"? 1,32,802.00",0,18-06-2018
15744327,1,1,40,4,? 0.00,1,1,0,"? 85,456.00",1,29-05-2019
15798666,1,2,36,7,? 0.00,2,1,1,"? 98,657.00",0,27-05-2016
15577064,3,1,36,5,"? 1,04,703.00",2,1,0,"? 1,07,949.00",0,15-06-2018
15759436,1,2,50,6,"? 95,814.00",3,1,1,"? 67,944.00",1,28-05-2017
15690231,2,2,62,4,"? 1,67,027.00",2,1,1,"? 1,92,892.00",0,09-11-2018
15751561,3,1,61,4,"? 1,02,453.00",1,1,0,"? 1,87,248.00",1,23-01-2019
15739068,3,1,25,4,"? 1,48,045.00",2,1,1,"? 1,14,722.00",0,27-03-2019
15758056,1,1,35,4,? 0.00,2,0,0,"? 1,11,688.00",0,27-11-2018
15742269,1,2,24,5,? 0.00,2,1,0,"? 1,84,182.00",0,10-09-2018
15726490,2,1,52,6,? 0.00,1,1,1,"? 52,760.00",1,15-09-2017
15738411,1,1,34,6,"? 1,04,499.00",1,0,1,"? 1,26,451.00",0,28-12-2016
15727919,2,2,29,4,? 0.00,2,0,0,"? 12,049.00",0,11-08-2019
15709396,1,1,42,5,? 0.00,2,1,1,"? 95,804.00",0,13-03-2018
15654106,1,1,26,5,"? 1,49,543.00",2,0,1,"? 1,97,912.00",0,09-11-2017
15621653,1,2,29,4,"? 87,946.00",1,1,1,"? 1,82,532.00",0,05-02-2019
15598086,1,2,45,4,"? 68,640.00",1,1,0,"? 1,68,002.00",1,10-05-2019
15752300,3,1,47,7,"? 1,48,826.00",1,1,1,"? 79,451.00",0,25-06-2016
15658693,1,2,60,5,? 0.00,2,0,1,"? 60,616.00",0,27-11-2017
15631838,1,1,61,6,"? 1,08,166.00",2,0,1,"? 8,643.00",0,28-04-2017
15803804,3,2,35,4,"? 1,03,215.00",1,1,0,"? 1,72,173.00",0,10-03-2019
15578809,3,1,40,3,"? 1,34,760.00",2,0,0,"? 1,74,434.00",1,10-10-2019
15752026,1,1,58,5,? 0.00,1,0,1,"? 1,94,930.00",1,11-12-2017
15723706,1,2,33,4,"? 90,125.00",1,1,0,"? 1,37,477.00",0,29-03-2019
15752838,2,1,38,3,? 0.00,2,1,1,"? 94,416.00",0,21-11-2019
15569571,3,2,46,3,"? 87,361.00",2,1,0,"? 1,20,377.00",1,19-11-2019
15769703,3,2,45,4,"? 1,11,258.00",1,0,0,"? 97,623.00",1,10-06-2019
15679770,1,2,61,4,"? 1,31,584.00",4,0,1,"? 66,238.00",1,20-04-2019
15791102,3,1,41,7,"? 95,021.00",3,1,1,"? 1,31,711.00",1,04-04-2016
15655192,2,2,24,4,? 0.00,2,0,1,"? 69,053.00",0,07-12-2018
15709487,3,1,34,4,"? 80,242.00",2,0,0,"? 56,781.00",0,04-04-2019
15687130,1,2,43,5,? 0.00,1,1,1,"? 1,70,073.00",0,25-04-2018
15755178,1,1,50,5,? 0.00,3,1,1,"? 1,91,849.00",1,05-11-2017
15634772,2,2,59,3,"? 1,22,661.00",1,0,1,"? 84,804.00",0,10-12-2019
15617197,1,1,50,4,? 0.00,2,1,1,"? 31,841.00",1,30-11-2018
15631240,1,2,36,4,? 0.00,2,1,1,"? 12,097.00",1,05-07-2019
15784301,1,1,42,3,? 0.00,2,1,0,"? 44,166.00",0,17-10-2019
15631310,1,2,53,7,? 0.00,1,1,1,"? 91,407.00",0,12-03-2016
15756560,2,2,46,6,"? 81,743.00",2,1,0,"? 83,282.00",0,30-06-2017
15732270,2,1,71,5,? 0.00,1,1,1,"? 1,98,447.00",1,19-12-2017
15739357,2,1,30,4,"? 1,45,128.00",1,0,0,"? 7,555.00",0,03-06-2019
15771540,1,1,38,6,"? 1,48,912.00",1,1,0,"? 80,416.00",0,03-10-2016
15567486,2,2,41,6,? 0.00,2,1,1,"? 1,64,550.00",0,22-09-2017
15714634,1,1,26,4,"? 89,900.00",2,1,0,"? 1,75,477.00",0,14-02-2019
15727021,3,2,30,4,"? 1,19,027.00",2,1,1,"? 1,37,904.00",0,15-11-2018
15650670,3,2,40,6,"? 1,05,223.00",2,1,0,"? 93,796.00",0,16-02-2017
15711834,2,2,30,5,? 0.00,1,0,0,"? 67,997.00",1,22-04-2018
15729763,2,1,34,5,"? 1,16,115.00",1,1,1,"? 49,492.00",0,01-11-2017
15646566,1,2,58,4,"? 1,87,912.00",1,0,1,"? 35,825.00",0,22-08-2019
15645463,1,2,27,5,? 0.00,2,1,1,"? 67,494.00",0,16-03-2018
15672144,1,2,38,4,"? 1,44,432.00",1,1,1,"? 73,963.00",1,30-09-2018
15596088,1,2,50,7,"? 77,066.00",2,0,1,"? 1,45,159.00",0,30-05-2016
15614878,3,2,29,7,"? 1,80,520.00",1,1,1,"? 1,23,851.00",0,24-06-2016
15635240,1,1,42,6,? 0.00,2,0,0,"? 23,822.00",0,16-05-2017
15775905,3,2,47,5,"? 1,30,025.00",1,1,1,"? 45,750.00",1,29-06-2018
15700657,3,2,40,4,"? 1,10,087.00",1,1,0,"? 1,59,773.00",0,08-09-2019
15611905,2,2,31,3,"? 1,74,853.00",1,1,0,"? 84,239.00",0,11-11-2019
15652527,1,1,44,6,"? 1,08,725.00",1,0,1,"? 72,330.00",0,25-06-2017
15785865,1,1,58,6,"? 91,285.00",2,1,1,"? 26,768.00",0,15-10-2016
15645942,2,1,40,3,? 0.00,2,1,1,"? 1,64,769.00",0,18-12-2019
15688691,3,2,51,6,"? 1,10,610.00",2,0,1,"? 1,113.00",1,17-05-2017
15592736,3,1,54,6,"? 1,02,994.00",1,1,0,"? 1,76,680.00",1,08-09-2017
15673529,2,1,36,7,"? 59,894.00",2,1,0,"? 44,000.00",0,07-04-2016
15724145,3,1,29,7,"? 1,49,319.00",1,1,0,"? 1,40,746.00",0,10-09-2016
15704629,1,2,32,4,"? 1,16,410.00",1,0,1,"? 1,52,791.00",0,22-08-2019
15597896,3,1,30,4,"? 1,27,760.00",1,1,0,"? 81,538.00",1,24-10-2018
15731790,3,2,38,7,"? 1,32,591.00",1,1,1,"? 7,388.00",1,11-08-2016
15634719,1,1,31,7,? 0.00,2,1,0,"? 1,83,038.00",0,13-09-2016
15703205,1,2,46,6,"? 1,13,402.00",2,1,1,"? 1,38,849.00",0,23-03-2017
15567333,1,2,31,6,? 0.00,2,1,0,"? 1,70,333.00",0,05-08-2017
15754537,1,1,40,4,? 0.00,1,0,0,"? 60,417.00",0,13-03-2019
15612030,1,1,28,4,? 0.00,2,1,1,"? 1,00,240.00",0,11-05-2019
15573242,1,1,50,3,"? 1,36,953.00",1,1,1,"? 2,705.00",0,02-11-2019
15601892,1,1,33,6,? 0.00,2,0,1,"? 68,815.00",0,19-04-2017
15663885,1,1,32,6,? 0.00,1,1,1,"? 64,839.00",0,18-09-2017
15701096,1,1,44,4,"? 1,23,864.00",1,1,0,"? 1,44,495.00",0,22-03-2019
15710450,2,1,22,5,"? 1,20,812.00",1,1,1,"? 1,85,510.00",0,11-05-2018
15790846,3,1,38,4,"? 1,48,431.00",1,1,1,"? 56,056.00",0,18-04-2019
15658956,3,1,40,3,"? 47,870.00",2,1,1,"? 1,55,062.00",0,25-09-2019
15755223,3,1,53,3,"? 1,50,927.00",2,0,0,"? 1,19,817.00",0,25-12-2019
15787318,3,2,47,6,"? 1,03,163.00",1,1,0,"? 16,260.00",1,01-12-2016
15737310,1,1,29,5,"? 1,30,206.00",1,1,0,"? 1,84,655.00",0,17-03-2018
15763665,1,2,28,3,"? 1,36,675.00",2,0,0,"? 5,279.00",0,06-12-2019
15668818,2,2,40,6,"? 2,00,322.00",1,1,1,"? 1,13,245.00",0,12-07-2017
15765812,2,1,48,3,? 0.00,2,1,1,"? 8,908.00",0,24-09-2019
15704844,2,1,62,5,"? 80,928.00",1,0,1,"? 64,491.00",0,23-09-2017
15744582,1,2,24,5,? 0.00,3,1,0,"? 1,54,972.00",1,13-03-2018
15616700,2,2,41,3,? 0.00,2,1,1,"? 1,55,786.00",0,05-11-2019
15683521,3,1,28,5,"? 1,42,575.00",2,1,0,"? 1,29,085.00",0,27-09-2017
15583049,3,2,34,6,"? 1,60,426.00",1,0,1,"? 1,88,533.00",0,23-01-2017
15643752,1,1,25,5,"? 1,16,160.00",1,1,0,"? 13,412.00",0,07-09-2018
15620398,2,2,34,4,"? 98,683.00",2,1,0,"? 15,733.00",0,23-07-2019
15715707,1,1,32,4,"? 1,18,829.00",2,1,1,"? 73,128.00",0,15-07-2019
15814209,1,1,31,4,"? 1,18,871.00",1,1,0,"? 1,01,704.00",0,29-08-2019
15733768,1,1,32,6,? 0.00,1,1,1,"? 1,01,986.00",0,17-05-2017
15755242,1,2,46,5,? 0.00,1,1,1,"? 1,14,443.00",0,11-12-2017
15729412,1,1,38,4,"? 1,07,192.00",1,1,1,"? 15,669.00",0,18-04-2019
15746564,1,1,42,7,"? 1,08,011.00",1,1,1,"? 1,57,486.00",0,15-07-2016
15588446,2,1,34,4,? 0.00,2,0,0,"? 1,31,281.00",0,27-12-2018
15665221,1,1,26,4,"? 1,29,838.00",2,0,1,"? 1,97,001.00",0,06-09-2019
15640846,3,2,58,5,"? 1,06,458.00",4,1,0,"? 1,28,882.00",1,05-11-2017
15700209,1,1,63,6,"? 97,009.00",1,1,1,"? 85,101.00",0,30-11-2016
15658360,2,1,35,6,"? 1,22,929.00",2,0,0,"? 1,49,822.00",0,20-06-2017
15602735,3,1,45,5,"? 1,52,297.00",4,0,1,"? 1,08,041.00",1,11-08-2018
15724834,1,2,30,5,? 0.00,2,0,0,"? 1,35,796.00",0,16-03-2018
15800062,2,1,49,4,? 0.00,1,0,0,"? 25,868.00",1,01-03-2019
15685300,1,1,35,7,"? 1,28,994.00",2,1,0,"? 1,30,484.00",0,10-09-2016
15760102,1,2,36,4,? 0.00,1,1,0,"? 1,83,479.00",0,08-03-2019
15787026,3,1,27,3,"? 1,85,267.00",2,1,1,"? 77,027.00",0,19-12-2019
15653696,1,2,28,7,? 0.00,2,0,0,"? 94,142.00",0,25-06-2016
15788946,2,2,29,7,"? 1,16,806.00",1,0,0,"? 4,093.00",0,12-07-2016
15600724,3,1,29,6,"? 1,29,751.00",1,1,0,"? 1,09,258.00",0,29-11-2016
15574324,3,2,29,5,"? 1,29,177.00",2,0,1,"? 1,04,618.00",0,12-12-2017
15707144,3,1,25,4,"? 82,507.00",2,1,0,"? 1,67,705.00",0,18-04-2019
15775891,3,1,48,7,"? 1,07,248.00",1,1,1,"? 1,03,712.00",1,16-08-2016
15711789,2,2,42,4,? 0.00,1,0,0,"? 1,61,243.00",1,02-06-2019
15600879,3,2,36,3,"? 1,57,781.00",2,1,0,"? 6,089.00",0,27-11-2019
15681196,1,1,35,4,"? 1,72,170.00",1,1,1,"? 1,59,777.00",0,12-04-2019
15716000,2,1,48,4,? 0.00,2,1,1,"? 7,919.00",0,13-09-2019
15766776,1,1,41,6,? 0.00,1,1,1,"? 1,88,275.00",0,07-01-2017
15680278,2,2,42,5,"? 75,361.00",1,1,0,"? 27,608.00",1,30-12-2017
15688637,1,2,27,5,? 0.00,2,1,1,"? 1,83,569.00",0,05-05-2018
15591179,2,1,30,4,? 0.00,2,1,1,"? 1,45,537.00",0,19-05-2019
15677435,1,2,29,4,"? 98,263.00",2,1,0,"? 1,64,718.00",0,15-07-2019
15698619,1,1,43,6,? 0.00,2,1,1,"? 76,357.00",0,19-07-2017
15581036,3,2,40,5,"? 1,09,309.00",2,1,0,"? 1,20,159.00",1,07-07-2018
15622117,2,2,31,7,? 0.00,2,1,0,"? 1,51,844.00",0,19-08-2016
15599301,3,2,28,4,"? 1,64,365.00",1,0,1,"? 5,699.00",0,26-11-2018
15581548,2,2,22,4,"? 98,800.00",1,1,0,"? 1,22,866.00",0,22-04-2019
15586870,1,1,27,4,"? 1,93,126.00",1,1,1,"? 1,52,666.00",0,14-04-2019
15735263,1,1,27,5,"? 51,523.00",1,0,1,"? 1,92,132.00",0,07-09-2018
15765322,1,1,23,4,"? 84,284.00",2,1,1,"? 62,852.00",0,02-10-2018
15582944,2,2,39,4,? 0.00,2,1,0,"? 1,40,941.00",0,01-08-2019
15687162,1,1,51,6,"? 1,19,890.00",1,0,0,"? 56,768.00",1,26-10-2016
